TRANSACTION_ID,TRANSACTION_DATE,TRANSACTION_TIME,TRANSACTION_QTY,STORE_ID,STORE_LOCATION,PRODUCT_ID,UNIT_PRICE,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,WEEK,MONTH,REVENUE
3814,2023/01/07,12:13.0,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Saturday,Jan,7
3815,2023/01/07,17:30.0,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Saturday,Jan,2.5
3816,2023/01/07,21:45.0,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Saturday,Jan,3.5
3817,2023/01/07,22:08.0,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Saturday,Jan,5.1
3818,2023/01/07,25:04.0,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,Saturday,Jan,6
3819,2023/01/07,27:02.0,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Saturday,Jan,6
3820,2023/01/07,28:02.0,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Saturday,Jan,3
3821,2023/01/07,29:23.0,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Saturday,Jan,5
3822,2023/01/07,30:18.0,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Saturday,Jan,7
3823,2023/01/07,30:18.0,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Saturday,Jan,3.75
3824,2023/01/07,38:50.0,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Saturday,Jan,7
3825,2023/01/07,38:50.0,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,Saturday,Jan,3
3826,2023/01/07,39:13.0,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Saturday,Jan,5
3827,2023/01/07,43:24.0,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Saturday,Jan,5
3828,2023/01/07,43:29.0,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Saturday,Jan,2.5
3829,2023/01/07,47:59.0,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Saturday,Jan,4.75
3830,2023/01/07,52:14.0,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Saturday,Jan,6.2
3831,2023/01/07,05:39.0,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Saturday,Jan,6
3832,2023/01/07,15:28.0,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Saturday,Jan,4.9
3833,2023/01/07,18:19.0,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Saturday,Jan,2.5
3834,2023/01/07,18:41.0,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Saturday,Jan,5
3835,2023/01/07,19:10.0,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,Saturday,Jan,3
3836,2023/01/07,20:35.0,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Saturday,Jan,4
3837,2023/01/07,30:31.0,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Saturday,Jan,3
3838,2023/01/07,31:37.0,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Saturday,Jan,3
3839,2023/01/07,33:42.0,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Saturday,Jan,7
3840,2023/01/07,41:43.0,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Saturday,Jan,6
3841,2023/01/07,53:03.0,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Saturday,Jan,3.5
3842,2023/01/07,53:03.0,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,Saturday,Jan,3.75
3843,2023/01/08,42:16.0,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sunday,Jan,7
3844,2023/01/08,48:41.0,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Sunday,Jan,6
3845,2023/01/08,48:43.0,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sunday,Jan,4.4
3846,2023/01/08,53:09.0,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sunday,Jan,4
3847,2023/01/08,00:42.0,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Sunday,Jan,3
3848,2023/01/08,02:40.0,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sunday,Jan,9.5
3849,2023/01/08,03:42.0,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sunday,Jan,5
3850,2023/01/08,08:40.0,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sunday,Jan,3
3851,2023/01/08,11:13.0,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sunday,Jan,2
3852,2023/01/08,11:13.0,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sunday,Jan,4.5
3853,2023/01/08,12:48.0,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Sunday,Jan,3.75
3854,2023/01/08,12:48.0,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,Sunday,Jan,1.6
3855,2023/01/08,14:25.0,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Sunday,Jan,7
3856,2023/01/08,17:44.0,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sunday,Jan,6
3857,2023/01/08,21:28.0,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sunday,Jan,3
3858,2023/01/08,22:37.0,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Sunday,Jan,3.75
3859,2023/01/08,26:44.0,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sunday,Jan,6
3860,2023/01/08,28:36.0,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Sunday,Jan,8.5
3861,2023/01/08,28:36.0,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Sunday,Jan,0.8
3862,2023/01/08,29:55.0,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sunday,Jan,9.5
3863,2023/01/08,30:17.0,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Sunday,Jan,4.25
3864,2023/01/08,30:17.0,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Sunday,Jan,0.8
3865,2023/01/08,30:17.0,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Sunday,Jan,4.25
3866,2023/01/08,30:17.0,1,5,Lower Manhattan,1,18,Coffee beans,Organic Beans,Brazilian - Organic,Sunday,Jan,18
3867,2023/01/08,31:23.0,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sunday,Jan,2.5
3868,2023/01/08,31:24.0,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sunday,Jan,4.4
3869,2023/01/08,31:44.0,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sunday,Jan,7
3870,2023/01/08,36:18.0,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sunday,Jan,2
3871,2023/01/08,37:12.0,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Sunday,Jan,3.75
3872,2023/01/08,37:12.0,3,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,Sunday,Jan,2.4
3873,2023/01/08,39:04.0,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sunday,Jan,6.2
3874,2023/01/08,39:41.0,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Sunday,Jan,9
3875,2023/01/08,39:47.0,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Sunday,Jan,3.75
3876,2023/01/08,40:01.0,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sunday,Jan,2.5
3877,2023/01/08,40:22.0,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sunday,Jan,5
3878,2023/01/08,40:35.0,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sunday,Jan,3.75
3879,2023/01/08,43:08.0,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sunday,Jan,3.5
3880,2023/01/08,46:29.0,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Sunday,Jan,6
3881,2023/01/08,52:12.0,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sunday,Jan,2.5
3882,2023/01/08,52:12.0,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sunday,Jan,4.5
3883,2023/01/08,53:00.0,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sunday,Jan,5
3884,2023/01/08,53:11.0,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sunday,Jan,4.9
3885,2023/01/08,53:11.0,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Sunday,Jan,3.25
3886,2023/01/08,53:43.0,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sunday,Jan,3
3887,2023/01/08,53:44.0,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,Sunday,Jan,3
3888,2023/01/08,55:17.0,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sunday,Jan,7
3889,2023/01/08,59:01.0,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sunday,Jan,3.1
3890,2023/01/08,59:50.0,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Sunday,Jan,3
3891,2023/01/08,00:04.0,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sunday,Jan,3
3892,2023/01/08,00:32.0,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,Sunday,Jan,6
3893,2023/01/08,00:32.0,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,Sunday,Jan,3.5
3894,2023/01/08,03:13.0,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Sunday,Jan,7.5
3895,2023/01/08,03:13.0,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Sunday,Jan,1.6
3896,2023/01/08,03:28.0,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Sunday,Jan,7.5
3897,2023/01/08,07:10.0,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sunday,Jan,3.1
3898,2023/01/08,07:10.0,1,5,Lower Manhattan,6,21,Coffee beans,Gourmet Beans,Ethiopia,Sunday,Jan,21
3899,2023/01/08,07:41.0,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sunday,Jan,4
3900,2023/01/08,08:17.0,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,Sunday,Jan,3
3901,2023/01/08,08:17.0,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Sunday,Jan,1.6
3902,2023/01/08,09:07.0,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sunday,Jan,2
3903,2023/01/08,10:25.0,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sunday,Jan,5
3904,2023/01/08,10:25.0,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sunday,Jan,3.1
3905,2023/01/08,12:28.0,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Sunday,Jan,3
3906,2023/01/08,12:57.0,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sunday,Jan,3.1
3907,2023/01/08,12:57.0,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Sunday,Jan,3.75
3908,2023/01/08,12:58.0,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Sunday,Jan,7
3909,2023/01/08,13:57.0,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Sunday,Jan,3
3910,2023/01/08,13:57.0,1,3,Astoria,15,9.25,Loose Tea,Green tea,Serenity Green Tea,Sunday,Jan,9.25
3911,2023/01/08,14:49.0,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sunday,Jan,7
3912,2023/01/08,17:35.0,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sunday,Jan,6.2
3913,2023/01/08,17:35.0,1,5,Lower Manhattan,6,21,Coffee beans,Gourmet Beans,Ethiopia,Sunday,Jan,21
3914,2023/01/08,17:50.0,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Sunday,Jan,3.75
3915,2023/01/08,18:21.0,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Sunday,Jan,6
3916,2023/01/08,20:50.0,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sunday,Jan,4
3917,2023/01/08,20:50.0,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,Sunday,Jan,3
3918,2023/01/08,21:00.0,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sunday,Jan,7
3919,2023/01/08,21:01.0,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sunday,Jan,5.1
3920,2023/01/08,21:01.0,2,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sunday,Jan,9
3921,2023/01/08,22:29.0,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Sunday,Jan,6
3922,2023/01/08,23:24.0,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sunday,Jan,3.5
3923,2023/01/08,23:30.0,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sunday,Jan,2.5
3924,2023/01/08,24:39.0,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sunday,Jan,2.55
3925,2023/01/08,26:31.0,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sunday,Jan,2.5
3926,2023/01/08,26:31.0,1,8,Hell's Kitchen,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai,Sunday,Jan,8.95
3927,2023/01/08,30:44.0,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sunday,Jan,4.4
3928,2023/01/08,31:00.0,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Sunday,Jan,3.75
3929,2023/01/08,31:00.0,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Sunday,Jan,3.75
3930,2023/01/08,31:00.0,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Sunday,Jan,3.75
3931,2023/01/08,31:47.0,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Sunday,Jan,6
3932,2023/01/08,33:55.0,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sunday,Jan,3.1
3933,2023/01/08,34:30.0,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Sunday,Jan,4.5
3934,2023/01/08,35:33.0,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sunday,Jan,5
3935,2023/01/08,36:40.0,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Sunday,Jan,3
3936,2023/01/08,38:43.0,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sunday,Jan,3
3937,2023/01/08,39:36.0,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sunday,Jan,6
3938,2023/01/08,41:40.0,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sunday,Jan,4.75
3939,2023/01/08,41:40.0,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,Sunday,Jan,3.25
3940,2023/01/08,42:08.0,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sunday,Jan,5
3941,2023/01/08,42:32.0,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sunday,Jan,3
3942,2023/01/08,42:38.0,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sunday,Jan,2.5
3943,2023/01/08,43:05.0,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,Sunday,Jan,6
3944,2023/01/08,47:56.0,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sunday,Jan,2.5
3945,2023/01/08,49:04.0,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sunday,Jan,4.4
3946,2023/01/08,49:04.0,1,5,Lower Manhattan,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,Sunday,Jan,22.5
3947,2023/01/08,55:29.0,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,Sunday,Jan,6
3948,2023/01/08,56:12.0,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sunday,Jan,3
3949,2023/01/08,57:11.0,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Sunday,Jan,3.75
3950,2023/01/08,57:11.0,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,Sunday,Jan,1.6
3951,2023/01/08,57:28.0,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sunday,Jan,4
3952,2023/01/08,57:28.0,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sunday,Jan,5
3953,2023/01/08,57:28.0,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,Sunday,Jan,3.5
3954,2023/01/08,57:28.0,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sunday,Jan,3.1
3955,2023/01/08,57:44.0,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Sunday,Jan,4.5
3956,2023/01/08,58:14.0,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Sunday,Jan,3.75
3957,2023/01/08,58:14.0,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Sunday,Jan,3.75
3958,2023/01/08,58:14.0,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Sunday,Jan,3.75
3959,2023/01/08,59:55.0,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sunday,Jan,5
3960,2023/01/08,01:29.0,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sunday,Jan,2
3961,2023/01/08,02:00.0,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sunday,Jan,3.5
3962,2023/01/08,03:07.0,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sunday,Jan,5
3963,2023/01/08,04:52.0,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sunday,Jan,3
3964,2023/01/08,05:15.0,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sunday,Jan,2
3965,2023/01/08,10:50.0,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Sunday,Jan,7.5
3966,2023/01/08,10:50.0,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,Sunday,Jan,1.6
3967,2023/01/08,10:50.0,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sunday,Jan,4.5
3968,2023/01/08,12:05.0,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Sunday,Jan,4.5
3969,2023/01/08,12:22.0,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sunday,Jan,3.75
3970,2023/01/08,13:06.0,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Sunday,Jan,4.25
3971,2023/01/08,13:06.0,2,5,Lower Manhattan,1,18,Coffee beans,Organic Beans,Brazilian - Organic,Sunday,Jan,36
3972,2023/01/08,13:19.0,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Sunday,Jan,6
3973,2023/01/08,13:52.0,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sunday,Jan,3
3974,2023/01/08,14:13.0,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sunday,Jan,3
3975,2023/01/08,14:13.0,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,Sunday,Jan,3
3976,2023/01/08,14:15.0,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sunday,Jan,3
3977,2023/01/08,15:22.0,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sunday,Jan,5
3978,2023/01/08,15:45.0,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sunday,Jan,5.1
3979,2023/01/08,15:45.0,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,Sunday,Jan,3.5
3980,2023/01/08,16:27.0,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sunday,Jan,6.2
3981,2023/01/08,19:09.0,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sunday,Jan,3
3982,2023/01/08,19:09.0,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sunday,Jan,4.5
3983,2023/01/08,19:14.0,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sunday,Jan,6
3984,2023/01/08,20:53.0,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sunday,Jan,5
3985,2023/01/08,21:59.0,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sunday,Jan,4.4
3986,2023/01/08,21:59.0,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,Sunday,Jan,3.75
3987,2023/01/08,24:25.0,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sunday,Jan,3
3988,2023/01/08,24:25.0,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,Sunday,Jan,3.75
3989,2023/01/08,24:38.0,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sunday,Jan,2.5
3990,2023/01/08,24:38.0,2,3,Astoria,75,3.5,Bakery,Pastry,Croissant,Sunday,Jan,7
3991,2023/01/08,25:30.0,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sunday,Jan,4
3992,2023/01/08,25:59.0,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sunday,Jan,4
3993,2023/01/08,26:37.0,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sunday,Jan,2.5
3994,2023/01/08,26:37.0,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sunday,Jan,2.55
3995,2023/01/08,27:09.0,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,Sunday,Jan,3
3996,2023/01/08,27:09.0,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,Sunday,Jan,3
3997,2023/01/08,27:26.0,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Sunday,Jan,3
3998,2023/01/08,27:26.0,1,5,Lower Manhattan,3,14.75,Coffee beans,Espresso Beans,Espresso Roast,Sunday,Jan,14.75
3999,2023/01/08,28:27.0,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Sunday,Jan,3.75
4000,2023/01/08,32:48.0,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sunday,Jan,4
4001,2023/01/08,32:48.0,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,Sunday,Jan,3.5
4002,2023/01/08,33:31.0,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sunday,Jan,5
4003,2023/01/08,33:37.0,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sunday,Jan,5
4004,2023/01/08,33:43.0,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Sunday,Jan,4.5
4005,2023/01/08,33:43.0,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,Sunday,Jan,3.75
4006,2023/01/08,34:26.0,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Sunday,Jan,4.25
4007,2023/01/08,34:26.0,3,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,Sunday,Jan,2.4
4008,2023/01/08,36:07.0,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sunday,Jan,5
